Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US130570909024,130570909024,"Block Group 4, Census Tract 909.02, Cherokee County, Georgia",102545,53276
1500000US130570909025,130570909025,"Block Group 5, Census Tract 909.02, Cherokee County, Georgia",99167,49778
1500000US130570909041,130570909041,"Block Group 1, Census Tract 909.04, Cherokee County, Georgia",68958,15213
1500000US130570909042,130570909042,"Block Group 2, Census Tract 909.04, Cherokee County, Georgia",38626,13468
1500000US130570909043,130570909043,"Block Group 3, Census Tract 909.04, Cherokee County, Georgia",108030,26451
1500000US130570909044,130570909044,"Block Group 4, Census Tract 909.04, Cherokee County, Georgia",40346,15295
1500000US130570909051,130570909051,"Block Group 1, Census Tract 909.05, Cherokee County, Georgia",71983,11166
1500000US130570909052,130570909052,"Block Group 2, Census Tract 909.05, Cherokee County, Georgia",47500,10180
1500000US130570910011,130570910011,"Block Group 1, Census Tract 910.01, Cherokee County, Georgia",49625,9542
1500000US130570910013,130570910013,"Block Group 3, Census Tract 910.01, Cherokee County, Georgia",52682,9798
1500000US130570910031,130570910031,"Block Group 1, Census Tract 910.03, Cherokee County, Georgia",34547,22435
1500000US130570910032,130570910032,"Block Group 2, Census Tract 910.03, Cherokee County, Georgia",42816,8990
1500000US130570910033,130570910033,"Block Group 3, Census Tract 910.03, Cherokee County, Georgia",63420,25525
1500000US130570910051,130570910051,"Block Group 1, Census Tract 910.05, Cherokee County, Georgia",39583,10156
1500000US130570910052,130570910052,"Block Group 2, Census Tract 910.05, Cherokee County, Georgia",58177,21397
1500000US130570910053,130570910053,"Block Group 3, Census Tract 910.05, Cherokee County, Georgia",48341,9775
1500000US130570910054,130570910054,"Block Group 4, Census Tract 910.05, Cherokee County, Georgia",105673,38494
1500000US130570910061,130570910061,"Block Group 1, Census Tract 910.06, Cherokee County, Georgia",74839,12157
1500000US130570910062,130570910062,"Block Group 2, Census Tract 910.06, Cherokee County, Georgia",107500,17971
1500000US130570910071,130570910071,"Block Group 1, Census Tract 910.07, Cherokee County, Georgia",121014,26794
1500000US130570910072,130570910072,"Block Group 2, Census Tract 910.07, Cherokee County, Georgia",88333,12376
1500000US130570910073,130570910073,"Block Group 3, Census Tract 910.07, Cherokee County, Georgia",120156,21995
1500000US130570910081,130570910081,"Block Group 1, Census Tract 910.08, Cherokee County, Georgia",114531,61752
1500000US130570910082,130570910082,"Block Group 2, Census Tract 910.08, Cherokee County, Georgia",110053,12445
1500000US130570910083,130570910083,"Block Group 3, Census Tract 910.08, Cherokee County, Georgia",100054,25576
1500000US130570910084,130570910084,"Block Group 4, Census Tract 910.08, Cherokee County, Georgia",90221,10943
1500000US130570911011,130570911011,"Block Group 1, Census Tract 911.01, Cherokee County, Georgia",56488,12046
1500000US130570911012,130570911012,"Block Group 2, Census Tract 911.01, Cherokee County, Georgia",74750,11637
1500000US130570911013,130570911013,"Block Group 3, Census Tract 911.01, Cherokee County, Georgia",65995,20554
1500000US130570911021,130570911021,"Block Group 1, Census Tract 911.02, Cherokee County, Georgia",50707,25602
1500000US130570911022,130570911022,"Block Group 2, Census Tract 911.02, Cherokee County, Georgia",80257,27521
1500000US130570911023,130570911023,"Block Group 3, Census Tract 911.02, Cherokee County, Georgia",68319,12945
1500000US130570911024,130570911024,"Block Group 4, Census Tract 911.02, Cherokee County, Georgia",72692,28645
1500000US130570911031,130570911031,"Block Group 1, Census Tract 911.03, Cherokee County, Georgia",77234,8564
1500000US130570911032,130570911032,"Block Group 2, Census Tract 911.03, Cherokee County, Georgia",61492,10130
1500000US130570911033,130570911033,"Block Group 3, Census Tract 911.03, Cherokee County, Georgia",52344,10230
1500000US130570911034,130570911034,"Block Group 4, Census Tract 911.03, Cherokee County, Georgia",94012,37190
1500000US130590001001,130590001001,"Block Group 1, Census Tract 1, Clarke County, Georgia",7422,4433
1500000US130590004011,130590004011,"Block Group 1, Census Tract 4.01, Clarke County, Georgia",15352,3364
1500000US130590004022,130590004022,"Block Group 2, Census Tract 4.02, Clarke County, Georgia","2,500-",***
1500000US130590004023,130590004023,"Block Group 3, Census Tract 4.02, Clarke County, Georgia",-,**
1500000US130590006001,130590006001,"Block Group 1, Census Tract 6, Clarke County, Georgia",12121,6002
1500000US130590006002,130590006002,"Block Group 2, Census Tract 6, Clarke County, Georgia",18409,8504
1500000US130590009001,130590009001,"Block Group 1, Census Tract 9, Clarke County, Georgia",11034,7731
1500000US130590009002,130590009002,"Block Group 2, Census Tract 9, Clarke County, Georgia",17471,4639
1500000US130590009003,130590009003,"Block Group 3, Census Tract 9, Clarke County, Georgia",28833,22143
1500000US130590012001,130590012001,"Block Group 1, Census Tract 12, Clarke County, Georgia",36352,9287
1500000US130590012002,130590012002,"Block Group 2, Census Tract 12, Clarke County, Georgia",94031,11921
1500000US130590017001,130590017001,"Block Group 1, Census Tract 17, Clarke County, Georgia",54240,3951
1500000US130590018001,130590018001,"Block Group 1, Census Tract 18, Clarke County, Georgia",43125,27690
1500000US130590018002,130590018002,"Block Group 2, Census Tract 18, Clarke County, Georgia",28661,9191
1500000US130590018003,130590018003,"Block Group 3, Census Tract 18, Clarke County, Georgia",45345,20441
1500000US130590019001,130590019001,"Block Group 1, Census Tract 19, Clarke County, Georgia",42650,5868
1500000US130590019002,130590019002,"Block Group 2, Census Tract 19, Clarke County, Georgia",13817,3650
1500000US130590020001,130590020001,"Block Group 1, Census Tract 20, Clarke County, Georgia",17813,6956
1500000US130590020002,130590020002,"Block Group 2, Census Tract 20, Clarke County, Georgia",93000,12806
1500000US130590021001,130590021001,"Block Group 1, Census Tract 21, Clarke County, Georgia",16923,12790
1500000US130590021002,130590021002,"Block Group 2, Census Tract 21, Clarke County, Georgia",46458,28874
1500000US130590022001,130590022001,"Block Group 1, Census Tract 22, Clarke County, Georgia",42969,33260
1500000US130590022002,130590022002,"Block Group 2, Census Tract 22, Clarke County, Georgia",30872,5947
1500000US130590301001,130590301001,"Block Group 1, Census Tract 301, Clarke County, Georgia",15964,7006
1500000US130590301002,130590301002,"Block Group 2, Census Tract 301, Clarke County, Georgia",17559,4161
1500000US130590302001,130590302001,"Block Group 1, Census Tract 302, Clarke County, Georgia",16200,9886
1500000US130590302002,130590302002,"Block Group 2, Census Tract 302, Clarke County, Georgia",26821,13782
1500000US130590302003,130590302003,"Block Group 3, Census Tract 302, Clarke County, Georgia",18794,2699
1500000US130591303001,130591303001,"Block Group 1, Census Tract 1303, Clarke County, Georgia",47734,9558
1500000US130591303002,130591303002,"Block Group 2, Census Tract 1303, Clarke County, Georgia",34500,12606
1500000US130591304001,130591304001,"Block Group 1, Census Tract 1304, Clarke County, Georgia",70917,29308
1500000US130591304002,130591304002,"Block Group 2, Census Tract 1304, Clarke County, Georgia",39265,11234
1500000US130591305001,130591305001,"Block Group 1, Census Tract 1305, Clarke County, Georgia",59219,12768
1500000US130591305002,130591305002,"Block Group 2, Census Tract 1305, Clarke County, Georgia",50083,28132
1500000US130591305003,130591305003,"Block Group 3, Census Tract 1305, Clarke County, Georgia",43393,13195
1500000US130591306001,130591306001,"Block Group 1, Census Tract 1306, Clarke County, Georgia",46953,18230
1500000US130591306002,130591306002,"Block Group 2, Census Tract 1306, Clarke County, Georgia",30833,16439
1500000US130591306003,130591306003,"Block Group 3, Census Tract 1306, Clarke County, Georgia",26010,7681
1500000US130591307001,130591307001,"Block Group 1, Census Tract 1307, Clarke County, Georgia",29750,4010
1500000US130591307002,130591307002,"Block Group 2, Census Tract 1307, Clarke County, Georgia",77636,41814
1500000US130591307003,130591307003,"Block Group 3, Census Tract 1307, Clarke County, Georgia",36631,5763
1500000US130591403001,130591403001,"Block Group 1, Census Tract 1403, Clarke County, Georgia",31827,14919
1500000US130591403002,130591403002,"Block Group 2, Census Tract 1403, Clarke County, Georgia",21066,7617
1500000US130591403003,130591403003,"Block Group 3, Census Tract 1403, Clarke County, Georgia",25580,6659
1500000US130591404001,130591404001,"Block Group 1, Census Tract 1404, Clarke County, Georgia",34181,9237
1500000US130591404002,130591404002,"Block Group 2, Census Tract 1404, Clarke County, Georgia",19351,3745
1500000US130591405001,130591405001,"Block Group 1, Census Tract 1405, Clarke County, Georgia",22656,7045
1500000US130591406001,130591406001,"Block Group 1, Census Tract 1406, Clarke County, Georgia",56563,30665
1500000US130591406002,130591406002,"Block Group 2, Census Tract 1406, Clarke County, Georgia",51860,5534
1500000US130591406003,130591406003,"Block Group 3, Census Tract 1406, Clarke County, Georgia",29620,6635
1500000US130591503001,130591503001,"Block Group 1, Census Tract 1503, Clarke County, Georgia",42386,22073
1500000US130591503002,130591503002,"Block Group 2, Census Tract 1503, Clarke County, Georgia",32566,17466
1500000US130591503003,130591503003,"Block Group 3, Census Tract 1503, Clarke County, Georgia",42056,16715
1500000US130591504001,130591504001,"Block Group 1, Census Tract 1504, Clarke County, Georgia",12711,5308
1500000US130591504002,130591504002,"Block Group 2, Census Tract 1504, Clarke County, Georgia",12155,2567
1500000US130591504003,130591504003,"Block Group 3, Census Tract 1504, Clarke County, Georgia",10563,4819
1500000US130591505001,130591505001,"Block Group 1, Census Tract 1505, Clarke County, Georgia",18984,9480
1500000US130591505002,130591505002,"Block Group 2, Census Tract 1505, Clarke County, Georgia",47569,10198
1500000US130591505003,130591505003,"Block Group 3, Census Tract 1505, Clarke County, Georgia",15361,2692
1500000US130591506001,130591506001,"Block Group 1, Census Tract 1506, Clarke County, Georgia",28016,4179
1500000US130591506002,130591506002,"Block Group 2, Census Tract 1506, Clarke County, Georgia",21201,4966
1500000US130591507001,130591507001,"Block Group 1, Census Tract 1507, Clarke County, Georgia",40172,35907
1500000US130591507002,130591507002,"Block Group 2, Census Tract 1507, Clarke County, Georgia",50538,10637
1500000US130591507003,130591507003,"Block Group 3, Census Tract 1507, Clarke County, Georgia",60094,19542
1500000US130591508001,130591508001,"Block Group 1, Census Tract 1508, Clarke County, Georgia",55804,26565
1500000US130591508002,130591508002,"Block Group 2, Census Tract 1508, Clarke County, Georgia",42768,27998
1500000US130591508003,130591508003,"Block Group 3, Census Tract 1508, Clarke County, Georgia",61595,13969
1500000US130591508004,130591508004,"Block Group 4, Census Tract 1508, Clarke County, Georgia",77951,16982
1500000US130591509001,130591509001,"Block Group 1, Census Tract 1509, Clarke County, Georgia",53750,8794
1500000US130591509002,130591509002,"Block Group 2, Census Tract 1509, Clarke County, Georgia",61970,12855
1500000US130619603001,130619603001,"Block Group 1, Census Tract 9603, Clay County, Georgia",21389,7026
1500000US130619603002,130619603002,"Block Group 2, Census Tract 9603, Clay County, Georgia",19597,6064
1500000US130619603003,130619603003,"Block Group 3, Census Tract 9603, Clay County, Georgia",18977,8495
1500000US130630402021,130630402021,"Block Group 1, Census Tract 402.02, Clayton County, Georgia",27083,7844
1500000US130630402022,130630402022,"Block Group 2, Census Tract 402.02, Clayton County, Georgia",35893,20916
1500000US130630402031,130630402031,"Block Group 1, Census Tract 402.03, Clayton County, Georgia",27422,21122
1500000US130630402032,130630402032,"Block Group 2, Census Tract 402.03, Clayton County, Georgia",32731,10955
1500000US130630402041,130630402041,"Block Group 1, Census Tract 402.04, Clayton County, Georgia",33310,6929
1500000US130630402042,130630402042,"Block Group 2, Census Tract 402.04, Clayton County, Georgia",23636,5505
1500000US130630402043,130630402043,"Block Group 3, Census Tract 402.04, Clayton County, Georgia",32917,16213
1500000US130630403021,130630403021,"Block Group 1, Census Tract 403.02, Clayton County, Georgia",35000,4884
1500000US130630403022,130630403022,"Block Group 2, Census Tract 403.02, Clayton County, Georgia",32853,7415
1500000US130630403023,130630403023,"Block Group 3, Census Tract 403.02, Clayton County, Georgia",31635,8554
1500000US130630403024,130630403024,"Block Group 4, Census Tract 403.02, Clayton County, Georgia",38846,11487
1500000US130630403031,130630403031,"Block Group 1, Census Tract 403.03, Clayton County, Georgia",19301,17752
1500000US130630403032,130630403032,"Block Group 2, Census Tract 403.03, Clayton County, Georgia",35563,11298
1500000US130630403033,130630403033,"Block Group 3, Census Tract 403.03, Clayton County, Georgia",32146,21167
1500000US130630403034,130630403034,"Block Group 4, Census Tract 403.03, Clayton County, Georgia",29284,10068
1500000US130630403035,130630403035,"Block Group 5, Census Tract 403.03, Clayton County, Georgia",14141,9231
1500000US130630403061,130630403061,"Block Group 1, Census Tract 403.06, Clayton County, Georgia",35543,17989
1500000US130630403062,130630403062,"Block Group 2, Census Tract 403.06, Clayton County, Georgia",22195,3768
1500000US130630403071,130630403071,"Block Group 1, Census Tract 403.07, Clayton County, Georgia",33281,6411
1500000US130630403072,130630403072,"Block Group 2, Census Tract 403.07, Clayton County, Georgia",36508,4804
1500000US130630403081,130630403081,"Block Group 1, Census Tract 403.08, Clayton County, Georgia",17558,3999
1500000US130630403082,130630403082,"Block Group 2, Census Tract 403.08, Clayton County, Georgia",51200,12155
1500000US130630403083,130630403083,"Block Group 3, Census Tract 403.08, Clayton County, Georgia",25833,20869
1500000US130630404071,130630404071,"Block Group 1, Census Tract 404.07, Clayton County, Georgia",46964,10220
