Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
1500000US130550105001,130550105001,"Block Group 1, Census Tract 105, Chattooga County, Georgia",978,228,978,228,0,13
1500000US130550105002,130550105002,"Block Group 2, Census Tract 105, Chattooga County, Georgia",2664,390,2481,354,183,138
1500000US130550105003,130550105003,"Block Group 3, Census Tract 105, Chattooga County, Georgia",716,196,686,182,30,47
1500000US130550105004,130550105004,"Block Group 4, Census Tract 105, Chattooga County, Georgia",854,261,854,261,0,13
1500000US130550105005,130550105005,"Block Group 5, Census Tract 105, Chattooga County, Georgia",879,223,879,223,0,13
1500000US130550106001,130550106001,"Block Group 1, Census Tract 106, Chattooga County, Georgia",1477,257,1382,248,95,112
1500000US130550106002,130550106002,"Block Group 2, Census Tract 106, Chattooga County, Georgia",1039,219,1038,219,1,3
1500000US130570901001,130570901001,"Block Group 1, Census Tract 901, Cherokee County, Georgia",999,480,754,298,245,378
1500000US130570901002,130570901002,"Block Group 2, Census Tract 901, Cherokee County, Georgia",2904,392,2861,383,43,34
1500000US130570901003,130570901003,"Block Group 3, Census Tract 901, Cherokee County, Georgia",1649,284,1637,285,12,17
1500000US130570901004,130570901004,"Block Group 4, Census Tract 901, Cherokee County, Georgia",3378,547,3378,547,0,13
1500000US130570902001,130570902001,"Block Group 1, Census Tract 902, Cherokee County, Georgia",2037,559,2011,555,26,27
1500000US130570902002,130570902002,"Block Group 2, Census Tract 902, Cherokee County, Georgia",3132,581,3033,547,99,117
1500000US130570902003,130570902003,"Block Group 3, Census Tract 902, Cherokee County, Georgia",2926,459,2926,459,0,13
1500000US130570903001,130570903001,"Block Group 1, Census Tract 903, Cherokee County, Georgia",5057,691,4788,656,269,193
1500000US130570903002,130570903002,"Block Group 2, Census Tract 903, Cherokee County, Georgia",7346,695,7147,721,199,115
1500000US130570904001,130570904001,"Block Group 1, Census Tract 904, Cherokee County, Georgia",1121,335,1068,324,53,83
1500000US130570904002,130570904002,"Block Group 2, Census Tract 904, Cherokee County, Georgia",4952,1017,3932,787,1020,628
1500000US130570904003,130570904003,"Block Group 3, Census Tract 904, Cherokee County, Georgia",3763,609,2731,493,1032,445
1500000US130570905011,130570905011,"Block Group 1, Census Tract 905.01, Cherokee County, Georgia",1774,482,1774,482,0,13
1500000US130570905012,130570905012,"Block Group 2, Census Tract 905.01, Cherokee County, Georgia",4499,515,4353,482,146,170
1500000US130570905021,130570905021,"Block Group 1, Census Tract 905.02, Cherokee County, Georgia",7259,1127,6427,1017,832,689
1500000US130570905022,130570905022,"Block Group 2, Census Tract 905.02, Cherokee County, Georgia",1932,792,1734,746,198,267
1500000US130570905023,130570905023,"Block Group 3, Census Tract 905.02, Cherokee County, Georgia",3282,1428,2571,719,711,852
1500000US130570905024,130570905024,"Block Group 4, Census Tract 905.02, Cherokee County, Georgia",1470,470,1470,470,0,13
1500000US130570906011,130570906011,"Block Group 1, Census Tract 906.01, Cherokee County, Georgia",1408,495,1213,363,195,304
1500000US130570906012,130570906012,"Block Group 2, Census Tract 906.01, Cherokee County, Georgia",4152,680,3396,458,756,483
1500000US130570906013,130570906013,"Block Group 3, Census Tract 906.01, Cherokee County, Georgia",2037,734,610,525,1427,591
1500000US130570906021,130570906021,"Block Group 1, Census Tract 906.02, Cherokee County, Georgia",5100,506,4383,436,717,324
1500000US130570906022,130570906022,"Block Group 2, Census Tract 906.02, Cherokee County, Georgia",1809,502,1583,449,226,301
1500000US130570906023,130570906023,"Block Group 3, Census Tract 906.02, Cherokee County, Georgia",1468,537,888,295,580,452
1500000US130570907011,130570907011,"Block Group 1, Census Tract 907.01, Cherokee County, Georgia",4068,1339,3756,1283,312,339
1500000US130570907012,130570907012,"Block Group 2, Census Tract 907.01, Cherokee County, Georgia",2082,948,2055,954,27,44
1500000US130570907013,130570907013,"Block Group 3, Census Tract 907.01, Cherokee County, Georgia",5284,1434,5284,1434,0,18
1500000US130570907014,130570907014,"Block Group 4, Census Tract 907.01, Cherokee County, Georgia",7376,1179,6494,1215,882,388
1500000US130570907021,130570907021,"Block Group 1, Census Tract 907.02, Cherokee County, Georgia",2742,591,2266,473,476,344
1500000US130570907022,130570907022,"Block Group 2, Census Tract 907.02, Cherokee County, Georgia",1229,464,1018,377,211,227
1500000US130570907023,130570907023,"Block Group 3, Census Tract 907.02, Cherokee County, Georgia",2197,539,1930,429,267,288
1500000US130570907024,130570907024,"Block Group 4, Census Tract 907.02, Cherokee County, Georgia",1520,436,1520,436,0,13
1500000US130570908021,130570908021,"Block Group 1, Census Tract 908.02, Cherokee County, Georgia",1996,402,1736,449,260,230
1500000US130570908022,130570908022,"Block Group 2, Census Tract 908.02, Cherokee County, Georgia",1949,394,1885,379,64,76
1500000US130570908023,130570908023,"Block Group 3, Census Tract 908.02, Cherokee County, Georgia",2983,657,2917,671,66,76
1500000US130570908031,130570908031,"Block Group 1, Census Tract 908.03, Cherokee County, Georgia",5678,606,5456,596,222,151
1500000US130570908032,130570908032,"Block Group 2, Census Tract 908.03, Cherokee County, Georgia",2276,566,2214,556,62,74
1500000US130570908033,130570908033,"Block Group 3, Census Tract 908.03, Cherokee County, Georgia",2301,608,2129,617,172,172
1500000US130570908041,130570908041,"Block Group 1, Census Tract 908.04, Cherokee County, Georgia",3220,669,3204,666,16,28
1500000US130570908042,130570908042,"Block Group 2, Census Tract 908.04, Cherokee County, Georgia",4687,681,4284,634,403,282
1500000US130570908043,130570908043,"Block Group 3, Census Tract 908.04, Cherokee County, Georgia",1568,503,1348,392,220,342
1500000US130570909011,130570909011,"Block Group 1, Census Tract 909.01, Cherokee County, Georgia",2676,590,2332,566,344,168
1500000US130570909012,130570909012,"Block Group 2, Census Tract 909.01, Cherokee County, Georgia",3420,667,3140,611,280,222
1500000US130570909013,130570909013,"Block Group 3, Census Tract 909.01, Cherokee County, Georgia",1697,456,1697,456,0,13
1500000US130570909021,130570909021,"Block Group 1, Census Tract 909.02, Cherokee County, Georgia",1603,424,1466,394,137,105
1500000US130570909022,130570909022,"Block Group 2, Census Tract 909.02, Cherokee County, Georgia",2418,641,2015,547,403,429
1500000US130570909023,130570909023,"Block Group 3, Census Tract 909.02, Cherokee County, Georgia",6168,891,5861,839,307,219
1500000US130570909024,130570909024,"Block Group 4, Census Tract 909.02, Cherokee County, Georgia",2281,443,2087,385,194,237
1500000US130570909025,130570909025,"Block Group 5, Census Tract 909.02, Cherokee County, Georgia",1969,557,1847,513,122,146
1500000US130570909041,130570909041,"Block Group 1, Census Tract 909.04, Cherokee County, Georgia",3010,626,2632,553,378,363
1500000US130570909042,130570909042,"Block Group 2, Census Tract 909.04, Cherokee County, Georgia",1642,639,992,453,650,533
1500000US130570909043,130570909043,"Block Group 3, Census Tract 909.04, Cherokee County, Georgia",2562,687,2067,438,495,461
1500000US130570909044,130570909044,"Block Group 4, Census Tract 909.04, Cherokee County, Georgia",1427,400,1406,399,21,35
1500000US130570909051,130570909051,"Block Group 1, Census Tract 909.05, Cherokee County, Georgia",2048,272,1813,264,235,151
1500000US130570909052,130570909052,"Block Group 2, Census Tract 909.05, Cherokee County, Georgia",1524,288,1435,268,89,56
1500000US130570910011,130570910011,"Block Group 1, Census Tract 910.01, Cherokee County, Georgia",802,264,658,289,144,210
1500000US130570910012,130570910012,"Block Group 2, Census Tract 910.01, Cherokee County, Georgia",791,451,521,318,270,365
1500000US130570910013,130570910013,"Block Group 3, Census Tract 910.01, Cherokee County, Georgia",2704,449,2674,446,30,28
1500000US130570910031,130570910031,"Block Group 1, Census Tract 910.03, Cherokee County, Georgia",3000,560,2710,521,290,304
1500000US130570910032,130570910032,"Block Group 2, Census Tract 910.03, Cherokee County, Georgia",1585,637,1001,359,584,538
1500000US130570910033,130570910033,"Block Group 3, Census Tract 910.03, Cherokee County, Georgia",2662,523,2371,471,291,212
1500000US130570910051,130570910051,"Block Group 1, Census Tract 910.05, Cherokee County, Georgia",2935,653,1466,309,1469,596
1500000US130570910052,130570910052,"Block Group 2, Census Tract 910.05, Cherokee County, Georgia",779,335,779,335,0,13
1500000US130570910053,130570910053,"Block Group 3, Census Tract 910.05, Cherokee County, Georgia",2472,787,2319,740,153,265
1500000US130570910054,130570910054,"Block Group 4, Census Tract 910.05, Cherokee County, Georgia",1833,924,1833,924,0,13
1500000US130570910061,130570910061,"Block Group 1, Census Tract 910.06, Cherokee County, Georgia",2345,305,2191,293,154,106
1500000US130570910062,130570910062,"Block Group 2, Census Tract 910.06, Cherokee County, Georgia",2549,339,2450,329,99,93
1500000US130570910071,130570910071,"Block Group 1, Census Tract 910.07, Cherokee County, Georgia",2091,417,1926,424,165,217
1500000US130570910072,130570910072,"Block Group 2, Census Tract 910.07, Cherokee County, Georgia",2852,640,2701,598,151,202
1500000US130570910073,130570910073,"Block Group 3, Census Tract 910.07, Cherokee County, Georgia",1657,470,1657,470,0,13
1500000US130570910081,130570910081,"Block Group 1, Census Tract 910.08, Cherokee County, Georgia",1174,349,1170,348,4,10
1500000US130570910082,130570910082,"Block Group 2, Census Tract 910.08, Cherokee County, Georgia",1248,348,1241,346,7,13
1500000US130570910083,130570910083,"Block Group 3, Census Tract 910.08, Cherokee County, Georgia",1876,444,1856,437,20,33
1500000US130570910084,130570910084,"Block Group 4, Census Tract 910.08, Cherokee County, Georgia",3894,672,3662,673,232,91
1500000US130570911011,130570911011,"Block Group 1, Census Tract 911.01, Cherokee County, Georgia",1871,376,1839,373,32,36
1500000US130570911012,130570911012,"Block Group 2, Census Tract 911.01, Cherokee County, Georgia",1961,347,1895,337,66,85
1500000US130570911013,130570911013,"Block Group 3, Census Tract 911.01, Cherokee County, Georgia",2164,488,2164,488,0,13
1500000US130570911021,130570911021,"Block Group 1, Census Tract 911.02, Cherokee County, Georgia",1965,609,1692,571,273,266
1500000US130570911022,130570911022,"Block Group 2, Census Tract 911.02, Cherokee County, Georgia",3188,613,2968,590,220,183
1500000US130570911023,130570911023,"Block Group 3, Census Tract 911.02, Cherokee County, Georgia",1830,444,1657,390,173,252
1500000US130570911024,130570911024,"Block Group 4, Census Tract 911.02, Cherokee County, Georgia",2004,683,1202,326,802,606
1500000US130570911031,130570911031,"Block Group 1, Census Tract 911.03, Cherokee County, Georgia",2168,497,1926,435,242,216
1500000US130570911032,130570911032,"Block Group 2, Census Tract 911.03, Cherokee County, Georgia",2699,497,2401,454,298,200
1500000US130570911033,130570911033,"Block Group 3, Census Tract 911.03, Cherokee County, Georgia",1395,480,1395,480,0,13
1500000US130570911034,130570911034,"Block Group 4, Census Tract 911.03, Cherokee County, Georgia",2395,695,2233,663,162,188
1500000US130590001001,130590001001,"Block Group 1, Census Tract 1, Clarke County, Georgia",1796,321,1753,319,43,34
1500000US130590004011,130590004011,"Block Group 1, Census Tract 4.01, Clarke County, Georgia",1385,156,1356,157,29,23
1500000US130590004021,130590004021,"Block Group 1, Census Tract 4.02, Clarke County, Georgia",1972,268,1882,259,90,56
1500000US130590004022,130590004022,"Block Group 2, Census Tract 4.02, Clarke County, Georgia",3271,347,3143,357,128,79
1500000US130590004023,130590004023,"Block Group 3, Census Tract 4.02, Clarke County, Georgia",2518,319,2378,320,140,62
1500000US130590006001,130590006001,"Block Group 1, Census Tract 6, Clarke County, Georgia",991,284,952,266,39,40
1500000US130590006002,130590006002,"Block Group 2, Census Tract 6, Clarke County, Georgia",2002,282,1782,272,220,109
1500000US130590009001,130590009001,"Block Group 1, Census Tract 9, Clarke County, Georgia",993,351,918,318,75,106
1500000US130590009002,130590009002,"Block Group 2, Census Tract 9, Clarke County, Georgia",1268,357,1196,362,72,88
1500000US130590009003,130590009003,"Block Group 3, Census Tract 9, Clarke County, Georgia",1029,316,1029,316,0,13
1500000US130590012001,130590012001,"Block Group 1, Census Tract 12, Clarke County, Georgia",2002,382,1899,391,103,88
1500000US130590012002,130590012002,"Block Group 2, Census Tract 12, Clarke County, Georgia",1067,382,1065,383,2,5
1500000US130590017001,130590017001,"Block Group 1, Census Tract 17, Clarke County, Georgia",2120,156,2050,150,70,66
1500000US130590018001,130590018001,"Block Group 1, Census Tract 18, Clarke County, Georgia",1088,239,1088,239,0,13
1500000US130590018002,130590018002,"Block Group 2, Census Tract 18, Clarke County, Georgia",211,106,203,106,8,15
1500000US130590018003,130590018003,"Block Group 3, Census Tract 18, Clarke County, Georgia",1094,225,1006,203,88,80
1500000US130590019001,130590019001,"Block Group 1, Census Tract 19, Clarke County, Georgia",2111,351,2036,352,75,54
1500000US130590019002,130590019002,"Block Group 2, Census Tract 19, Clarke County, Georgia",2066,486,1899,482,167,148
1500000US130590020001,130590020001,"Block Group 1, Census Tract 20, Clarke County, Georgia",999,197,970,200,29,37
1500000US130590020002,130590020002,"Block Group 2, Census Tract 20, Clarke County, Georgia",1081,161,1081,161,0,13
1500000US130590021001,130590021001,"Block Group 1, Census Tract 21, Clarke County, Georgia",2579,337,2470,352,109,73
1500000US130590021002,130590021002,"Block Group 2, Census Tract 21, Clarke County, Georgia",1481,329,1481,329,0,13
1500000US130590022001,130590022001,"Block Group 1, Census Tract 22, Clarke County, Georgia",1064,208,1016,201,48,50
1500000US130590022002,130590022002,"Block Group 2, Census Tract 22, Clarke County, Georgia",1210,260,1147,257,63,59
1500000US130590301001,130590301001,"Block Group 1, Census Tract 301, Clarke County, Georgia",1902,415,1881,411,21,33
1500000US130590301002,130590301002,"Block Group 2, Census Tract 301, Clarke County, Georgia",3006,532,2960,538,46,67
1500000US130590302001,130590302001,"Block Group 1, Census Tract 302, Clarke County, Georgia",1011,315,964,310,47,53
1500000US130590302002,130590302002,"Block Group 2, Census Tract 302, Clarke County, Georgia",1230,453,1048,401,182,211
1500000US130590302003,130590302003,"Block Group 3, Census Tract 302, Clarke County, Georgia",2517,478,2517,478,0,13
1500000US130591303001,130591303001,"Block Group 1, Census Tract 1303, Clarke County, Georgia",2585,597,1179,327,1406,571
1500000US130591303002,130591303002,"Block Group 2, Census Tract 1303, Clarke County, Georgia",3460,581,2362,448,1098,461
1500000US130591304001,130591304001,"Block Group 1, Census Tract 1304, Clarke County, Georgia",2554,500,2297,457,257,218
1500000US130591304002,130591304002,"Block Group 2, Census Tract 1304, Clarke County, Georgia",1736,512,1682,514,54,94
1500000US130591304003,130591304003,"Block Group 3, Census Tract 1304, Clarke County, Georgia",1341,445,1326,447,15,25
1500000US130591305001,130591305001,"Block Group 1, Census Tract 1305, Clarke County, Georgia",1245,226,1228,228,17,23
