Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US130099704002,130099704002,"Block Group 2, Census Tract 9704, Baldwin County, Georgia",1177,357,425,158,752,340,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130099704003,130099704003,"Block Group 3, Census Tract 9704, Baldwin County, Georgia",1003,319,367,191,482,240,2,4,130,117,0,13,0,13,22,26,22,26,0,13
1500000US130099704004,130099704004,"Block Group 4, Census Tract 9704, Baldwin County, Georgia",241,116,74,77,167,108,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130099704005,130099704005,"Block Group 5, Census Tract 9704, Baldwin County, Georgia",1399,422,1117,363,182,115,0,13,16,24,0,13,0,13,84,98,84,98,0,13
1500000US130099705001,130099705001,"Block Group 1, Census Tract 9705, Baldwin County, Georgia",3454,783,2384,549,801,498,0,13,157,141,0,13,19,30,93,117,0,13,93,117
1500000US130099705002,130099705002,"Block Group 2, Census Tract 9705, Baldwin County, Georgia",544,228,222,153,322,215,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130099705003,130099705003,"Block Group 3, Census Tract 9705, Baldwin County, Georgia",2393,609,1451,430,942,387,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130099706001,130099706001,"Block Group 1, Census Tract 9706, Baldwin County, Georgia",1214,294,318,200,880,273,7,12,0,13,0,13,0,13,9,13,0,13,9,13
1500000US130099706002,130099706002,"Block Group 2, Census Tract 9706, Baldwin County, Georgia",857,230,564,180,278,161,0,13,0,13,0,13,0,13,15,21,0,13,15,21
1500000US130099706003,130099706003,"Block Group 3, Census Tract 9706, Baldwin County, Georgia",694,266,255,151,372,183,0,13,0,13,0,13,0,13,67,106,0,13,67,106
1500000US130099706004,130099706004,"Block Group 4, Census Tract 9706, Baldwin County, Georgia",886,252,145,78,741,233,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130099707011,130099707011,"Block Group 1, Census Tract 9707.01, Baldwin County, Georgia",823,218,528,177,269,143,6,11,7,13,0,13,7,11,6,13,0,13,6,13
1500000US130099707012,130099707012,"Block Group 2, Census Tract 9707.01, Baldwin County, Georgia",440,141,91,66,349,137,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130099707013,130099707013,"Block Group 3, Census Tract 9707.01, Baldwin County, Georgia",1722,342,343,157,1359,282,0,13,0,13,0,13,0,13,20,21,0,13,20,21
1500000US130099707021,130099707021,"Block Group 1, Census Tract 9707.02, Baldwin County, Georgia",1189,326,468,156,691,313,0,13,8,13,0,13,0,13,22,34,22,34,0,13
1500000US130099707022,130099707022,"Block Group 2, Census Tract 9707.02, Baldwin County, Georgia",1136,268,492,192,634,172,0,13,4,7,0,13,3,5,3,6,3,6,0,13
1500000US130099708001,130099708001,"Block Group 1, Census Tract 9708, Baldwin County, Georgia",1792,300,1022,221,742,194,8,14,0,13,0,13,20,22,0,13,0,13,0,13
1500000US130099708002,130099708002,"Block Group 2, Census Tract 9708, Baldwin County, Georgia",3044,647,1421,563,1623,382,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130099708003,130099708003,"Block Group 3, Census Tract 9708, Baldwin County, Georgia",1257,456,1160,456,85,73,5,11,0,13,0,13,0,13,7,10,0,13,7,10
1500000US130099708004,130099708004,"Block Group 4, Census Tract 9708, Baldwin County, Georgia",1325,464,1011,425,314,235,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130119701001,130119701001,"Block Group 1, Census Tract 9701, Banks County, Georgia",2360,479,2294,479,7,21,0,13,10,31,0,13,35,42,14,21,14,21,0,13
1500000US130119701002,130119701002,"Block Group 2, Census Tract 9701, Banks County, Georgia",2909,423,2809,385,25,39,0,13,0,13,0,13,11,21,64,93,32,48,32,48
1500000US130119702001,130119702001,"Block Group 1, Census Tract 9702, Banks County, Georgia",2555,337,2134,290,173,163,21,28,198,79,0,13,5,7,24,24,14,20,10,15
1500000US130119702002,130119702002,"Block Group 2, Census Tract 9702, Banks County, Georgia",2458,263,2381,258,53,56,0,13,5,13,0,13,19,30,0,13,0,13,0,13
1500000US130119703001,130119703001,"Block Group 1, Census Tract 9703, Banks County, Georgia",1475,241,1416,230,33,51,0,13,18,44,0,13,0,13,8,20,0,13,8,20
1500000US130119703002,130119703002,"Block Group 2, Census Tract 9703, Banks County, Georgia",2691,341,2527,317,117,148,0,13,3,10,0,13,0,13,44,48,0,13,44,48
1500000US130119704001,130119704001,"Block Group 1, Census Tract 9704, Banks County, Georgia",3888,367,3568,344,84,94,42,57,0,13,0,13,56,56,138,123,0,13,138,123
1500000US130131801031,130131801031,"Block Group 1, Census Tract 1801.03, Barrow County, Georgia",4674,500,4061,521,130,147,0,13,292,210,0,13,167,165,24,27,0,13,24,27
1500000US130131801041,130131801041,"Block Group 1, Census Tract 1801.04, Barrow County, Georgia",1976,249,1669,240,176,114,0,13,0,13,0,13,56,66,75,77,0,13,75,77
1500000US130131801051,130131801051,"Block Group 1, Census Tract 1801.05, Barrow County, Georgia",2802,310,2095,251,198,197,111,183,388,146,0,13,0,13,10,16,10,16,0,13
1500000US130131801061,130131801061,"Block Group 1, Census Tract 1801.06, Barrow County, Georgia",1946,314,1531,279,280,238,0,13,34,44,0,13,0,13,101,107,0,13,101,107
1500000US130131801062,130131801062,"Block Group 2, Census Tract 1801.06, Barrow County, Georgia",885,208,796,198,44,53,0,13,0,13,0,13,18,27,27,40,15,34,12,15
1500000US130131801071,130131801071,"Block Group 1, Census Tract 1801.07, Barrow County, Georgia",1214,350,1045,292,0,13,0,13,126,111,0,13,0,13,43,68,0,13,43,68
1500000US130131801072,130131801072,"Block Group 2, Census Tract 1801.07, Barrow County, Georgia",2639,456,1874,334,335,213,0,13,177,141,0,13,198,164,55,62,13,25,42,57
1500000US130131801081,130131801081,"Block Group 1, Census Tract 1801.08, Barrow County, Georgia",1568,324,1494,317,20,31,0,13,34,30,0,13,0,13,20,32,0,13,20,32
1500000US130131801082,130131801082,"Block Group 2, Census Tract 1801.08, Barrow County, Georgia",1634,383,1209,394,133,104,55,74,187,179,0,13,12,17,38,39,10,18,28,34
1500000US130131802031,130131802031,"Block Group 1, Census Tract 1802.03, Barrow County, Georgia",1827,456,981,301,505,229,0,13,174,231,0,13,154,210,13,23,0,13,13,23
1500000US130131802032,130131802032,"Block Group 2, Census Tract 1802.03, Barrow County, Georgia",1594,398,1053,337,340,220,0,13,78,86,0,13,102,119,21,34,0,13,21,34
1500000US130131802041,130131802041,"Block Group 1, Census Tract 1802.04, Barrow County, Georgia",1165,239,721,188,381,144,0,13,19,28,0,13,44,43,0,13,0,13,0,13
1500000US130131802042,130131802042,"Block Group 2, Census Tract 1802.04, Barrow County, Georgia",1567,322,927,252,469,240,0,13,85,105,0,13,13,26,73,80,0,13,73,80
1500000US130131802051,130131802051,"Block Group 1, Census Tract 1802.05, Barrow County, Georgia",1196,352,904,317,191,125,0,13,35,43,0,13,9,13,57,58,26,41,31,43
1500000US130131802052,130131802052,"Block Group 2, Census Tract 1802.05, Barrow County, Georgia",653,357,352,327,301,182,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130131802053,130131802053,"Block Group 3, Census Tract 1802.05, Barrow County, Georgia",2540,400,1860,431,308,151,11,21,102,96,0,13,7,12,252,175,0,13,252,175
1500000US130131802061,130131802061,"Block Group 1, Census Tract 1802.06, Barrow County, Georgia",1358,329,1208,313,26,40,0,13,0,13,0,13,0,13,124,175,0,13,124,175
1500000US130131802062,130131802062,"Block Group 2, Census Tract 1802.06, Barrow County, Georgia",1358,336,1222,324,6,11,0,13,0,13,0,13,121,143,9,16,9,16,0,13
1500000US130131803011,130131803011,"Block Group 1, Census Tract 1803.01, Barrow County, Georgia",2167,175,2045,179,47,49,0,13,53,70,0,13,15,21,7,13,0,13,7,13
1500000US130131803021,130131803021,"Block Group 1, Census Tract 1803.02, Barrow County, Georgia",2276,527,2227,529,0,13,0,13,0,13,0,13,0,13,49,62,0,13,49,62
1500000US130131803022,130131803022,"Block Group 2, Census Tract 1803.02, Barrow County, Georgia",3231,496,3044,522,129,227,16,29,0,13,0,13,0,13,42,72,0,13,42,72
1500000US130131803031,130131803031,"Block Group 1, Census Tract 1803.03, Barrow County, Georgia",2334,426,2166,445,0,13,0,13,119,148,0,13,6,10,43,46,0,13,43,46
1500000US130131803032,130131803032,"Block Group 2, Census Tract 1803.03, Barrow County, Georgia",1989,362,1573,361,321,279,0,13,32,41,0,13,0,13,63,80,0,13,63,80
1500000US130131804011,130131804011,"Block Group 1, Census Tract 1804.01, Barrow County, Georgia",1852,439,1740,441,112,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130131804012,130131804012,"Block Group 2, Census Tract 1804.01, Barrow County, Georgia",3616,624,2889,550,310,208,0,13,241,264,0,13,151,190,25,32,0,13,25,32
1500000US130131804021,130131804021,"Block Group 1, Census Tract 1804.02, Barrow County, Georgia",1197,650,483,297,701,620,0,13,0,13,0,13,0,13,13,23,0,13,13,23
1500000US130131804022,130131804022,"Block Group 2, Census Tract 1804.02, Barrow County, Georgia",4149,544,3331,444,795,319,0,13,5,8,0,13,0,13,18,26,0,13,18,26
1500000US130131804023,130131804023,"Block Group 3, Census Tract 1804.02, Barrow County, Georgia",747,182,685,178,45,43,0,13,14,27,0,13,0,13,3,5,0,13,3,5
1500000US130131805011,130131805011,"Block Group 1, Census Tract 1805.01, Barrow County, Georgia",5718,537,4343,540,1069,342,0,18,84,75,0,18,127,174,95,68,20,36,75,57
1500000US130131805021,130131805021,"Block Group 1, Census Tract 1805.02, Barrow County, Georgia",1667,365,1388,312,117,119,0,13,54,79,0,13,66,109,42,41,12,20,30,33
1500000US130131805022,130131805022,"Block Group 2, Census Tract 1805.02, Barrow County, Georgia",1451,378,1240,372,123,105,0,13,0,13,0,13,0,13,88,60,15,25,73,55
1500000US130131805023,130131805023,"Block Group 3, Census Tract 1805.02, Barrow County, Georgia",1064,320,1024,314,12,20,0,13,7,15,0,13,6,10,15,23,0,13,15,23
1500000US130131805024,130131805024,"Block Group 4, Census Tract 1805.02, Barrow County, Georgia",366,146,357,147,0,13,0,13,0,13,0,13,0,13,9,16,0,13,9,16
1500000US130131805031,130131805031,"Block Group 1, Census Tract 1805.03, Barrow County, Georgia",5592,856,4437,769,714,204,0,18,181,186,0,18,151,217,109,141,50,68,59,75
1500000US130159601011,130159601011,"Block Group 1, Census Tract 9601.01, Bartow County, Georgia",1474,221,1474,221,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159601021,130159601021,"Block Group 1, Census Tract 9601.02, Bartow County, Georgia",3913,824,3672,854,224,170,0,13,0,13,0,13,17,30,0,13,0,13,0,13
1500000US130159601022,130159601022,"Block Group 2, Census Tract 9601.02, Bartow County, Georgia",2919,580,2826,569,57,82,0,13,0,13,0,13,13,15,23,44,0,13,23,44
1500000US130159601023,130159601023,"Block Group 3, Census Tract 9601.02, Bartow County, Georgia",2386,508,2116,466,226,274,0,13,18,34,0,13,0,13,26,41,0,13,26,41
1500000US130159602001,130159602001,"Block Group 1, Census Tract 9602, Bartow County, Georgia",2727,697,2708,695,0,13,0,13,0,13,0,13,0,13,19,36,0,13,19,36
1500000US130159602002,130159602002,"Block Group 2, Census Tract 9602, Bartow County, Georgia",1029,392,859,405,123,161,0,13,47,73,0,13,0,13,0,13,0,13,0,13
1500000US130159602003,130159602003,"Block Group 3, Census Tract 9602, Bartow County, Georgia",2579,669,2163,580,319,366,0,13,0,13,0,13,0,13,97,161,0,13,97,161
1500000US130159602004,130159602004,"Block Group 4, Census Tract 9602, Bartow County, Georgia",3156,529,2248,513,788,418,0,13,0,13,0,13,63,98,57,57,0,13,57,57
1500000US130159602005,130159602005,"Block Group 5, Census Tract 9602, Bartow County, Georgia",2260,712,1935,634,225,275,57,85,0,13,0,13,0,13,43,62,43,62,0,13
1500000US130159603001,130159603001,"Block Group 1, Census Tract 9603, Bartow County, Georgia",3139,553,2592,489,270,197,0,13,67,80,0,13,210,304,0,13,0,13,0,13
1500000US130159603002,130159603002,"Block Group 2, Census Tract 9603, Bartow County, Georgia",3501,588,3205,562,164,116,2,5,94,135,6,10,3,6,27,26,2,4,25,26
1500000US130159604011,130159604011,"Block Group 1, Census Tract 9604.01, Bartow County, Georgia",1259,495,1212,494,31,46,0,13,0,13,0,13,0,13,16,26,16,26,0,13
1500000US130159604012,130159604012,"Block Group 2, Census Tract 9604.01, Bartow County, Georgia",4563,1088,3318,933,649,320,0,13,181,199,0,13,322,405,93,124,0,13,93,124
1500000US130159604013,130159604013,"Block Group 3, Census Tract 9604.01, Bartow County, Georgia",3565,829,2536,727,977,477,0,13,0,13,0,13,20,36,32,46,0,13,32,46
1500000US130159604021,130159604021,"Block Group 1, Census Tract 9604.02, Bartow County, Georgia",1627,457,1307,394,299,294,0,13,0,13,0,13,21,36,0,13,0,13,0,13
1500000US130159604022,130159604022,"Block Group 2, Census Tract 9604.02, Bartow County, Georgia",3594,907,3162,904,177,161,0,13,0,13,0,13,0,13,255,241,0,13,255,241
1500000US130159604023,130159604023,"Block Group 3, Census Tract 9604.02, Bartow County, Georgia",3631,618,2895,640,544,245,7,14,0,13,0,13,136,215,49,57,17,29,32,48
1500000US130159605001,130159605001,"Block Group 1, Census Tract 9605, Bartow County, Georgia",1342,500,1166,503,109,126,67,110,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159605002,130159605002,"Block Group 2, Census Tract 9605, Bartow County, Georgia",1317,402,1270,399,0,13,47,78,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159605003,130159605003,"Block Group 3, Census Tract 9605, Bartow County, Georgia",1779,604,1434,598,176,159,0,13,0,13,0,13,169,271,0,13,0,13,0,13
1500000US130159605004,130159605004,"Block Group 4, Census Tract 9605, Bartow County, Georgia",3724,647,2449,543,1065,285,94,118,0,13,0,13,13,24,103,149,0,13,103,149
1500000US130159606001,130159606001,"Block Group 1, Census Tract 9606, Bartow County, Georgia",2025,795,1572,762,435,265,0,13,0,13,0,13,0,13,18,30,0,13,18,30
1500000US130159606002,130159606002,"Block Group 2, Census Tract 9606, Bartow County, Georgia",487,197,451,190,36,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159606003,130159606003,"Block Group 3, Census Tract 9606, Bartow County, Georgia",872,357,389,309,420,204,0,13,0,13,0,13,0,13,63,101,0,13,63,101
1500000US130159606004,130159606004,"Block Group 4, Census Tract 9606, Bartow County, Georgia",1408,359,1238,320,115,175,0,13,0,13,0,13,55,87,0,13,0,13,0,13
1500000US130159606005,130159606005,"Block Group 5, Census Tract 9606, Bartow County, Georgia",4008,802,3196,673,524,308,0,13,19,32,0,13,212,331,57,77,0,13,57,77
1500000US130159606006,130159606006,"Block Group 6, Census Tract 9606, Bartow County, Georgia",523,238,244,141,279,186,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159607001,130159607001,"Block Group 1, Census Tract 9607, Bartow County, Georgia",1655,490,1655,490,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159607002,130159607002,"Block Group 2, Census Tract 9607, Bartow County, Georgia",2143,493,1324,473,486,469,0,13,133,152,0,13,200,224,0,13,0,13,0,13
1500000US130159607003,130159607003,"Block Group 3, Census Tract 9607, Bartow County, Georgia",1912,593,1412,542,500,336,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159607004,130159607004,"Block Group 4, Census Tract 9607, Bartow County, Georgia",1018,414,640,346,355,291,0,13,23,39,0,13,0,13,0,13,0,13,0,13
1500000US130159607005,130159607005,"Block Group 5, Census Tract 9607, Bartow County, Georgia",544,257,375,238,169,155,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159608011,130159608011,"Block Group 1, Census Tract 9608.01, Bartow County, Georgia",1152,421,1104,427,40,62,8,16,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159608012,130159608012,"Block Group 2, Census Tract 9608.01, Bartow County, Georgia",2333,379,1960,325,140,76,0,13,70,101,0,13,163,217,0,13,0,13,0,13
1500000US130159608021,130159608021,"Block Group 1, Census Tract 9608.02, Bartow County, Georgia",1712,321,1369,340,0,13,0,13,0,13,0,13,343,263,0,13,0,13,0,13
1500000US130159608022,130159608022,"Block Group 2, Census Tract 9608.02, Bartow County, Georgia",1111,369,1077,370,21,30,0,13,12,21,0,13,1,2,0,13,0,13,0,13
1500000US130159608031,130159608031,"Block Group 1, Census Tract 9608.03, Bartow County, Georgia",1756,372,1664,352,36,37,0,13,37,64,0,13,0,13,19,23,0,13,19,23
1500000US130159608032,130159608032,"Block Group 2, Census Tract 9608.03, Bartow County, Georgia",1181,351,1110,354,17,26,0,13,27,31,0,13,0,13,27,28,0,13,27,28
1500000US130159608033,130159608033,"Block Group 3, Census Tract 9608.03, Bartow County, Georgia",2785,371,2318,327,82,52,76,89,32,44,0,13,210,188,67,95,0,13,67,95
1500000US130159609011,130159609011,"Block Group 1, Census Tract 9609.01, Bartow County, Georgia",975,275,967,277,0,13,0,13,0,13,0,13,0,13,8,13,8,13,0,13
1500000US130159609012,130159609012,"Block Group 2, Census Tract 9609.01, Bartow County, Georgia",2261,288,2127,304,46,48,0,13,0,13,0,13,88,67,0,13,0,13,0,13
1500000US130159609021,130159609021,"Block Group 1, Census Tract 9609.02, Bartow County, Georgia",2467,455,2217,425,159,180,59,68,0,13,0,13,0,13,32,50,0,13,32,50
1500000US130159609022,130159609022,"Block Group 2, Census Tract 9609.02, Bartow County, Georgia",953,290,658,235,263,221,32,51,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159609023,130159609023,"Block Group 3, Census Tract 9609.02, Bartow County, Georgia",1044,297,926,283,100,131,0,13,18,29,0,13,0,13,0,13,0,13,0,13
1500000US130159609024,130159609024,"Block Group 4, Census Tract 9609.02, Bartow County, Georgia",1850,571,1323,455,145,114,80,119,0,13,0,13,302,261,0,13,0,13,0,13
1500000US130159610001,130159610001,"Block Group 1, Census Tract 9610, Bartow County, Georgia",770,247,670,227,0,13,0,13,0,13,0,13,0,13,100,139,0,13,100,139
1500000US130159610002,130159610002,"Block Group 2, Census Tract 9610, Bartow County, Georgia",1922,471,1547,446,163,135,0,13,0,13,0,13,154,230,58,81,0,13,58,81
1500000US130159610003,130159610003,"Block Group 3, Census Tract 9610, Bartow County, Georgia",2409,670,2244,678,165,147,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130159610004,130159610004,"Block Group 4, Census Tract 9610, Bartow County, Georgia",2576,642,2463,630,19,31,0,13,0,13,0,13,0,13,94,96,0,13,94,96
1500000US130179601001,130179601001,"Block Group 1, Census Tract 9601, Ben Hill County, Georgia",2674,315,2296,316,362,169,0,13,0,13,0,13,16,25,0,13,0,13,0,13
1500000US130179602001,130179602001,"Block Group 1, Census Tract 9602, Ben Hill County, Georgia",1730,217,1400,178,280,128,0,13,0,13,5,8,21,32,24,22,8,14,16,17
1500000US130179603001,130179603001,"Block Group 1, Census Tract 9603, Ben Hill County, Georgia",1165,262,912,267,204,139,0,13,0,13,0,13,0,13,49,61,0,13,49,61
1500000US130179603002,130179603002,"Block Group 2, Census Tract 9603, Ben Hill County, Georgia",533,219,275,187,258,167,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130179603003,130179603003,"Block Group 3, Census Tract 9603, Ben Hill County, Georgia",1075,356,653,302,422,242,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130179603004,130179603004,"Block Group 4, Census Tract 9603, Ben Hill County, Georgia",521,228,280,180,241,137,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130179604001,130179604001,"Block Group 1, Census Tract 9604, Ben Hill County, Georgia",1766,413,976,285,561,243,0,13,0,13,0,13,123,135,106,146,106,146,0,13
1500000US130179604002,130179604002,"Block Group 2, Census Tract 9604, Ben Hill County, Georgia",1104,382,322,296,782,241,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130179604003,130179604003,"Block Group 3, Census Tract 9604, Ben Hill County, Georgia",248,133,131,129,117,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130179604004,130179604004,"Block Group 4, Census Tract 9604, Ben Hill County, Georgia",858,296,404,198,441,247,0,13,0,13,0,13,0,13,13,22,0,13,13,22
1500000US130179605001,130179605001,"Block Group 1, Census Tract 9605, Ben Hill County, Georgia",1231,298,1222,300,0,13,0,13,0,13,0,13,0,13,9,18,0,13,9,18
1500000US130179605002,130179605002,"Block Group 2, Census Tract 9605, Ben Hill County, Georgia",1322,501,691,267,602,442,0,13,0,13,0,13,29,43,0,13,0,13,0,13
1500000US130179605003,130179605003,"Block Group 3, Census Tract 9605, Ben Hill County, Georgia",1176,359,850,292,268,94,0,13,0,13,0,13,0,13,58,70,0,13,58,70
1500000US130179605004,130179605004,"Block Group 4, Census Tract 9605, Ben Hill County, Georgia",1162,416,31,50,1039,376,0,13,0,13,0,13,48,62,44,72,0,13,44,72
1500000US130179605005,130179605005,"Block Group 5, Census Tract 9605, Ben Hill County, Georgia",912,284,226,109,672,261,0,13,0,13,0,13,0,13,14,24,14,24,0,13
1500000US130199701001,130199701001,"Block Group 1, Census Tract 9701, Berrien County, Georgia",850,181,792,183,12,14,13,16,0,13,0,13,0,13,33,39,27,38,6,8
1500000US130199701002,130199701002,"Block Group 2, Census Tract 9701, Berrien County, Georgia",994,226,518,212,476,138,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130199702001,130199702001,"Block Group 1, Census Tract 9702, Berrien County, Georgia",2022,438,1594,415,336,241,8,13,0,13,0,13,66,55,18,28,16,27,2,6
1500000US130199702002,130199702002,"Block Group 2, Census Tract 9702, Berrien County, Georgia",1834,369,1685,369,94,138,0,13,0,13,0,13,5,9,50,56,22,35,28,40
1500000US130199703001,130199703001,"Block Group 1, Census Tract 9703, Berrien County, Georgia",1037,255,832,203,44,56,0,13,6,10,0,13,35,51,120,99,120,99,0,13
1500000US130199703002,130199703002,"Block Group 2, Census Tract 9703, Berrien County, Georgia",1275,300,1227,306,28,26,0,13,0,13,0,13,7,13,13,20,6,12,7,16
1500000US130199703003,130199703003,"Block Group 3, Census Tract 9703, Berrien County, Georgia",911,257,860,251,46,53,0,13,0,13,0,13,5,8,0,13,0,13,0,13
1500000US130199704001,130199704001,"Block Group 1, Census Tract 9704, Berrien County, Georgia",843,249,795,257,48,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130199704002,130199704002,"Block Group 2, Census Tract 9704, Berrien County, Georgia",803,294,608,270,139,112,56,72,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130199704003,130199704003,"Block Group 3, Census Tract 9704, Berrien County, Georgia",1217,371,802,290,404,212,0,13,0,13,0,13,0,13,11,18,11,18,0,13
1500000US130199705001,130199705001,"Block Group 1, Census Tract 9705, Berrien County, Georgia",859,257,662,260,169,105,0,13,1,5,0,13,9,16,18,30,0,13,18,30
1500000US130199705002,130199705002,"Block Group 2, Census Tract 9705, Berrien County, Georgia",2627,367,2322,369,125,95,5,9,6,13,0,13,42,71,127,108,0,13,127,108
1500000US130199706001,130199706001,"Block Group 1, Census Tract 9706, Berrien County, Georgia",1198,278,1068,272,130,103,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130199706002,130199706002,"Block Group 2, Census Tract 9706, Berrien County, Georgia",1697,303,1522,314,42,34,0,13,128,55,0,13,0,13,5,8,0,13,5,8
1500000US130199706003,130199706003,"Block Group 3, Census Tract 9706, Berrien County, Georgia",852,229,715,209,81,66,0,13,0,13,0,13,36,54,20,29,0,13,20,29
1500000US130210101001,130210101001,"Block Group 1, Census Tract 101, Bibb County, Georgia",630,244,0,13,627,242,0,13,0,13,0,13,0,13,3,11,0,13,3,11
1500000US130210101002,130210101002,"Block Group 2, Census Tract 101, Bibb County, Georgia",865,250,69,40,765,247,0,13,18,29,0,13,0,13,13,17,3,6,10,15
1500000US130210102001,130210102001,"Block Group 1, Census Tract 102, Bibb County, Georgia",420,186,120,81,300,176,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130210102002,130210102002,"Block Group 2, Census Tract 102, Bibb County, Georgia",572,172,396,125,176,137,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130210102003,130210102003,"Block Group 3, Census Tract 102, Bibb County, Georgia",949,188,849,196,71,63,0,13,9,14,0,13,0,13,20,38,0,13,20,38
1500000US130210103001,130210103001,"Block Group 1, Census Tract 103, Bibb County, Georgia",767,157,138,84,629,165,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130210104001,130210104001,"Block Group 1, Census Tract 104, Bibb County, Georgia",421,169,22,37,337,144,0,13,0,13,0,13,0,13,62,104,0,13,62,104
1500000US130210104002,130210104002,"Block Group 2, Census Tract 104, Bibb County, Georgia",433,190,25,13,408,185,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130210104003,130210104003,"Block Group 3, Census Tract 104, Bibb County, Georgia",588,229,37,45,535,198,16,26,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130210104004,130210104004,"Block Group 4, Census Tract 104, Bibb County, Georgia",808,295,16,27,786,296,0,13,0,13,0,13,0,13,6,9,0,13,6,9
1500000US130210105001,130210105001,"Block Group 1, Census Tract 105, Bibb County, Georgia",3360,284,1422,155,1786,229,0,13,110,56,0,13,0,13,42,29,0,13,42,29
1500000US130210105002,130210105002,"Block Group 2, Census Tract 105, Bibb County, Georgia",446,168,0,13,446,168,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130210108001,130210108001,"Block Group 1, Census Tract 108, Bibb County, Georgia",1464,210,1192,220,213,108,0,13,43,55,0,13,0,13,16,19,7,11,9,16
1500000US130210110001,130210110001,"Block Group 1, Census Tract 110, Bibb County, Georgia",527,278,474,291,43,69,0,13,0,13,0,13,10,18,0,13,0,13,0,13
1500000US130210110002,130210110002,"Block Group 2, Census Tract 110, Bibb County, Georgia",1890,514,437,214,1347,403,0,13,0,13,0,13,66,107,40,63,40,63,0,13
1500000US130210110003,130210110003,"Block Group 3, Census Tract 110, Bibb County, Georgia",615,456,505,368,88,170,0,13,0,13,0,13,0,13,22,45,0,13,22,45
1500000US130210110004,130210110004,"Block Group 4, Census Tract 110, Bibb County, Georgia",674,242,71,71,495,217,0,13,55,80,0,13,0,13,53,86,53,86,0,13
1500000US130210110005,130210110005,"Block Group 5, Census Tract 110, Bibb County, Georgia",913,334,49,51,864,345,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130210111001,130210111001,"Block Group 1, Census Tract 111, Bibb County, Georgia",877,203,31,26,846,197,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130210111002,130210111002,"Block Group 2, Census Tract 111, Bibb County, Georgia",665,203,17,21,648,203,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US130210111003,130210111003,"Block Group 3, Census Tract 111, Bibb County, Georgia",391,129,0,13,384,128,7,12,0,13,0,13,0,13,0,13,0,13,0,13
